UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,AgeGroup,DurationCategory,ComfortScore
976,56,Other,Oculus Rift,29.49,8,5,Senior (45+),Medium (20-40 min),6.11
977,60,Other,Playstation Vr,11.36,4,5,Senior (45+),Short (<20 min),8.33
978,31,Other,Oculus Rift,11.66,6,4,Middle (30-44),Short (<20 min),5.97
979,41,Male,Htc Vive,44.79,5,5,Middle (30-44),Long (>40 min),7.78
980,57,Male,Htc Vive,29.77,7,1,Senior (45+),Medium (20-40 min),1.67
981,27,Male,Htc Vive,47.28,2,4,Young (18-29),Long (>40 min),8.19
982,53,Female,Playstation Vr,43.51,6,2,Senior (45+),Long (>40 min),3.47
983,20,Female,Htc Vive,57.16,10,4,Young (18-29),Long (>40 min),3.75
984,18,Female,Playstation Vr,18.08,8,5,Young (18-29),Short (<20 min),6.11
985,29,Male,Oculus Rift,27.09,2,4,Young (18-29),Medium (20-40 min),8.19
986,48,Male,Htc Vive,10.55,8,5,Senior (45+),Short (<20 min),6.11
987,23,Male,Oculus Rift,30.41,9,4,Young (18-29),Medium (20-40 min),4.31
988,25,Female,Oculus Rift,32.55,6,1,Young (18-29),Medium (20-40 min),2.22
989,42,Female,Oculus Rift,28.63,5,4,Middle (30-44),Medium (20-40 min),6.53
990,56,Male,Playstation Vr,23.1,8,2,Senior (45+),Medium (20-40 min),2.36
991,33,Female,Htc Vive,54.91,3,5,Middle (30-44),Long (>40 min),8.89
992,52,Female,Oculus Rift,12.69,4,4,Senior (45+),Short (<20 min),7.08
993,37,Female,Oculus Rift,9.17,7,5,Middle (30-44),Short (<20 min),6.67
994,24,Other,Htc Vive,48.77,8,3,Young (18-29),Long (>40 min),3.61
995,24,Other,Htc Vive,15.84,2,2,Young (18-29),Short (<20 min),5.69
996,30,Male,Htc Vive,14.66,9,2,Middle (30-44),Short (<20 min),1.81
997,57,Other,Oculus Rift,25.17,7,5,Senior (45+),Medium (20-40 min),6.67
998,35,Other,Playstation Vr,37.58,7,2,Middle (30-44),Medium (20-40 min),2.92
999,52,Male,Playstation Vr,27.57,7,2,Senior (45+),Medium (20-40 min),2.92
1000,46,Female,Playstation Vr,37.51,7,3,Senior (45+),Medium (20-40 min),4.17
